keywords	B2B	B2C	3D打印	VR/AR	本地生活	汽车交通	工具软件	母婴	企业信息化	社交网络	O2O	金融	移动互联网	传媒	先进制造	传统硬件	IT服务	教育	房产服务	文化娱乐	游戏	体育	C2C	物流配送	生物医药	医疗健康	生鲜	机械制造	互联网金融	环保	广告营销	家政服务	旅游服务	大数据	P2P服务	招聘求职	新材料	智能硬件	可穿戴设备	装修装潢	电子设备	网络社区	影视动漫	云服务	食品饮料	人工智能	新能源	现代农业	物联网	企业服务
holdings	0	1	0	0	2	2	1	1	0	0	0	11	6	0	1	0	1	0	7	0	0	0	0	1	0	4	0	0	2	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
主机厂	0	0	0	0	1	24	0	0	0	0	0	0	1	0	10	0	3	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3
蓄电池	0	0	0	0	0	3	2	0	0	0	0	0	1	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1	0	0	2	1	0	0	5	0	0	0	0	0	5	0	0	1
有机肥	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	2	12	0	6
参数	0	0	0	0	0	1	1	0	0	1	0	1	5	0	9	0	3	1	0	0	0	0	0	0	0	4	0	0	1	5	0	0	0	0	1	0	0	1	0	0	6	0	0	0	0	0	1	0	2	2
营业额	0	0	0	0	4	2	1	0	1	0	0	2	7	0	3	0	3	1	4	1	0	0	0	2	0	1	0	0	2	3	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	3
乐园	0	0	0	0	3	0	2	3	0	0	0	0	9	1	2	0	1	6	0	6	3	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0
积极开展	0	0	0	0	1	2	1	0	0	0	0	4	4	2	2	0	4	2	1	2	0	0	0	0	0	2	0	0	1	6	1	0	1	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	0	3
发达国家	0	0	0	0	0	2	1	0	0	0	0	0	0	0	9	0	3	0	0	0	0	0	0	0	0	3	0	0	2	8	0	0	0	0	2	0	5	0	0	1	0	0	0	1	2	0	0	0	0	6
课件	0	0	1	0	0	1	7	0	1	1	0	1	13	0	0	0	2	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
人物	0	0	1	1	3	0	1	0	0	2	0	0	10	5	0	0	3	0	1	3	1	0	0	0	0	1	0	0	2	0	1	0	0	1	1	0	1	1	0	0	1	0	2	0	2	0	0	0	0	1
因特网	0	1	0	0	0	0	3	0	3	0	1	0	13	1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	5
兄弟	0	1	3	1	1	0	0	0	0	1	1	0	11	2	2	0	1	1	1	3	1	0	0	0	0	0	0	0	3	1	1	0	0	0	2	0	0	1	1	0	1	0	4	0	0	0	0	0	0	1
信息采集	1	0	0	0	2	1	12	0	0	0	0	0	2	0	2	0	7	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	1	1	0	1	3	0	0	0	0	0	1	0	0	0	0	1	6
精度	0	0	0	1	1	4	0	0	0	0	0	0	1	0	21	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	4	0	0	0	0	0	0	0	1	2
委员	0	0	0	0	0	2	1	0	0	1	0	1	2	0	8	0	4	1	0	0	0	2	0	0	0	5	0	0	2	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	1	0	1	8
篮球	0	0	0	0	1	0	0	0	0	2	1	1	12	1	1	0	0	3	1	2	3	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
作者	0	0	0	0	0	0	2	0	0	5	0	1	12	5	0	0	2	2	0	10	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1
需求方	0	0	0	0	0	0	0	0	1	0	0	1	4	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	16	0	2	0	0	2	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
鞋帽	2	4	0	0	1	0	2	0	0	0	3	2	4	0	3	1	3	0	2	2	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	1	5	0	0	0	0	0	0	0	0	4
情感	0	1	0	0	0	0	1	0	0	7	2	0	14	3	0	0	2	0	0	5	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	0	2
风云	0	1	0	0	0	0	1	0	0	0	0	0	18	4	0	0	1	0	0	2	2	1	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1
计算机软件	0	0	0	0	1	0	12	0	2	0	1	2	3	0	2	0	10	1	0	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	3
实收	0	0	0	0	0	1	0	0	0	0	0	4	2	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
成像	0	0	1	1	0	0	2	0	0	1	0	0	3	0	7	1	6	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	1	0	0	0	7
变速箱	1	0	0	0	0	26	0	0	0	0	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
硅片	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	4	1	0	0	3	0	0	0	0	0	3	0	0	1
光源	0	0	0	0	1	1	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	1	0	0	2	0	1	0	11	0	0	0	0	0	0	0	1	0	2	7	0	0	0	0	0	0	1	0	1
bi	0	0	0	0	1	0	5	0	2	0	0	0	8	1	0	0	12	1	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
kv	0	0	0	0	1	1	0	0	0	0	0	0	0	0	21	1	1	0	1	0	0	0	0	1	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	9
要素	0	0	0	0	1	0	0	0	0	1	0	2	6	3	1	0	5	2	0	0	1	1	0	0	0	5	0	2	0	3	2	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	7
胶囊	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	3	31	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	2
卡车	0	1	0	0	0	23	1	0	1	0	1	1	2	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
领袖	0	1	0	0	2	0	1	0	0	1	0	1	9	4	2	0	3	1	1	2	0	1	0	0	0	1	0	0	1	0	2	0	0	0	1	0	1	0	0	0	2	0	1	0	1	1	0	1	0	5
技术装备	0	0	1	0	2	3	0	0	0	0	0	0	0	0	13	0	6	0	2	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	7
飞行	0	0	0	1	0	2	1	0	0	0	1	0	3	1	16	1	2	1	0	2	2	0	0	0	0	1	0	1	0	1	1	0	1	1	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	2
化肥	2	1	0	0	1	0	0	0	1	0	0	3	1	0	5	0	0	0	0	0	0	0	1	2	0	1	0	1	0	11	0	0	0	0	0	0	2	0	0	0	1	0	0	0	4	1	0	7	0	1
只有	0	2	0	0	1	1	1	0	0	2	0	0	6	3	3	0	1	0	1	0	0	0	0	0	0	0	1	0	5	0	1	0	1	0	4	0	2	0	0	0	4	0	1	0	0	0	2	2	0	2
印染	0	1	0	0	1	0	1	0	0	0	0	0	0	0	7	0	1	0	1	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	3
底盘	0	0	0	0	0	38	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
用药	0	0	0	0	0	0	1	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	2	30	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	5
葡萄酒	1	3	0	0	1	0	0	0	0	1	3	1	6	1	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	15	0	0	1	0	0
四方	1	0	0	0	0	4	0	0	0	0	0	0	3	1	5	2	5	0	1	0	1	0	0	5	0	1	0	0	5	3	1	0	1	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1
用电	0	0	0	0	2	1	4	0	0	0	0	1	3	0	4	1	7	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	1	0	0	9	0	0	1	0	0	1	0	0	6
代号	0	0	0	0	1	2	4	0	0	0	0	5	2	0	4	0	1	0	18	0	0	0	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
浪潮	0	0	0	0	0	1	1	0	2	0	0	1	5	3	5	0	8	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	3	1	0	1	1	0	0	1	1	0	2	0	0	0	0	1	6
彩信	0	0	0	0	1	0	1	0	0	2	0	0	25	0	0	0	5	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	3
评审	0	0	0	0	1	2	2	0	0	0	0	1	3	0	7	1	2	0	1	1	0	0	1	0	0	2	0	0	5	4	0	0	1	0	4	0	1	1	0	0	1	0	0	0	1	0	0	0	0	4
热水器	0	0	0	0	0	0	0	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	5	0	0	5
领导品牌	1	0	0	0	1	1	4	0	0	0	0	0	5	0	8	0	2	4	1	0	0	1	0	0	0	2	0	0	1	2	1	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	1	7
契机	0	1	0	0	2	2	2	0	0	0	2	2	4	2	2	0	4	0	3	1	0	0	0	0	0	1	0	0	2	2	2	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	8
浏览器	0	0	0	2	0	0	7	0	0	0	0	0	18	1	0	0	8	0	0	2	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
结构化	0	0	0	0	1	0	3	1	1	0	1	3	8	0	0	0	7	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	8	2	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1
切割机	0	0	0	0	0	4	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	4
近百	0	0	0	0	2	1	1	0	0	0	0	0	4	0	8	0	7	2	4	0	0	0	0	0	0	2	0	0	0	5	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	3	3
经纪人	3	0	0	0	0	1	0	0	0	2	3	2	11	2	0	0	2	0	7	3	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0	1	0	1
风机	0	0	0	0	0	2	0	0	0	0	0	0	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	3	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3
检索	0	1	0	0	0	0	3	0	0	2	0	1	12	0	0	0	9	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	7
所在	1	0	0	0	3	3	1	0	0	1	2	0	10	1	2	0	2	2	1	0	0	1	1	0	0	2	0	0	0	1	1	0	0	0	0	0	1	0	0	0	2	0	1	0	2	0	0	0	0	5
前景	0	1	0	0	1	1	3	0	0	0	0	2	9	1	3	1	3	1	2	1	0	0	0	0	0	2	0	1	1	5	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	0	0	0	3
供货商	0	0	0	0	1	4	4	0	0	0	0	0	1	0	12	1	3	0	2	0	0	0	0	2	0	2	0	0	1	4	0	0	1	0	1	0	1	0	0	0	1	0	0	0	3	0	0	1	0	1
食用	0	1	0	0	0	0	0	1	0	0	1	2	1	0	2	1	2	0	0	0	0	0	0	1	0	6	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	18	0	0	1	0	6
不断扩大	0	0	0	0	2	1	2	0	0	0	1	1	4	0	5	1	6	2	1	0	0	0	0	0	0	3	0	0	1	3	0	0	0	0	0	0	1	0	0	1	1	0	0	0	3	0	1	1	0	5
体育场馆	0	0	0	0	0	0	1	0	0	2	0	1	4	2	1	0	4	0	6	6	0	9	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	4	0	0	1	0	0	0	0	0	1
年代	2	0	0	0	1	3	1	0	0	0	1	1	4	1	10	0	1	0	5	3	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	2
页面	0	2	0	0	1	0	2	0	0	7	0	1	20	0	0	0	4	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1
旅游业	0	1	0	0	0	0	2	0	0	1	0	9	6	1	0	0	1	0	10	0	0	0	0	0	0	0	0	0	1	0	1	0	5	1	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	4
繁育	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	20	0	2
岗位	0	0	0	0	2	0	0	0	0	0	0	1	12	0	4	0	3	1	2	0	1	0	0	1	0	1	0	0	1	3	0	0	0	1	1	2	0	0	0	0	1	0	0	0	0	0	0	2	0	8
视听	0	1	0	0	0	0	3	0	0	0	0	0	12	2	3	0	5	1	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	5	0	2	0	0	0	0	0	2	5
各种规格	0	0	0	0	0	5	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	2	0	0	0	10	0	0	0	0	0	0	2	1	0	0	2	0	0	0	1	0	0	0	0	1
集约化	1	0	0	0	3	2	0	0	0	0	2	1	5	3	1	0	1	1	2	1	0	0	0	1	0	2	0	0	4	3	0	0	0	0	1	1	0	0	0	0	1	0	1	0	6	0	0	4	0	0
一样	0	0	2	0	2	1	2	0	0	1	1	1	13	0	1	0	2	2	0	2	0	1	0	0	0	1	0	0	1	0	1	0	2	0	2	0	1	1	0	1	3	0	0	0	0	0	0	0	0	3
认知	0	0	0	0	0	1	2	0	0	1	0	1	10	1	2	0	0	6	1	4	0	0	0	0	0	4	0	1	0	0	1	0	0	2	0	0	0	3	1	0	0	0	0	0	0	2	0	0	1	3
登记证	0	0	0	0	0	1	5	0	3	0	1	1	7	1	1	0	10	2	0	0	0	0	0	1	0	3	0	0	1	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	5
汽配	1	1	0	0	2	21	0	0	0	0	2	1	3	1	4	1	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	2
管线	0	0	0	0	1	0	2	0	0	0	0	2	1	0	11	1	9	0	0	0	0	0	0	0	0	2	0	1	0	6	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	0	1	0	0	5
dsp	0	0	0	0	0	0	2	0	0	1	0	0	7	8	2	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	2	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	3
sdk	0	0	0	2	0	0	6	0	0	0	0	0	15	2	0	0	5	0	0	1	2	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	2	0	0	2	0	0	2	0	0	0	0	0	5
余款	0	1	0	0	1	1	3	0	0	0	0	0	17	0	3	0	2	0	0	0	4	0	0	0	0	2	0	0	2	3	0	0	0	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	1	2
手续	0	0	0	0	1	3	0	0	0	0	0	2	0	0	0	0	1	0	3	0	0	0	0	3	0	1	0	0	12	1	1	0	0	0	9	1	0	0	0	1	1	0	0	0	0	0	0	0	0	7
lng	1	0	0	0	0	2	1	0	0	0	0	1	1	0	20	1	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	4
定义	0	0	1	0	2	1	1	0	0	1	1	1	10	0	1	2	7	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	3	7
森林	0	0	0	0	1	1	3	0	1	0	0	1	3	2	3	0	7	0	1	0	1	0	0	0	0	0	0	0	1	4	0	0	2	0	0	0	1	0	0	0	6	0	1	0	2	1	0	0	1	4
农药	1	0	0	0	1	0	0	0	0	0	0	1	1	0	4	0	0	0	0	0	0	0	1	0	2	6	0	1	0	8	0	0	0	0	0	0	4	1	0	0	1	0	0	0	5	0	0	10	0	0
中小学生	0	0	1	0	0	0	2	0	0	1	0	0	15	0	0	0	1	23	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
目前为止	0	0	0	0	1	0	2	0	1	0	0	1	6	1	5	1	5	1	1	0	2	0	0	2	0	0	0	0	2	7	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	0	4
外资	0	0	0	0	0	8	2	0	0	0	0	7	5	0	6	1	2	1	1	0	1	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	5
变频	0	0	0	0	0	5	1	0	0	0	0	0	1	0	18	1	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	2	0	0	1
积极参与	0	0	0	0	1	0	3	0	0	0	0	2	5	0	2	0	5	2	7	1	1	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	4
sz	0	0	0	0	0	4	3	0	0	0	0	2	0	0	12	0	3	0	6	2	0	0	0	0	0	1	0	1	2	3	0	0	0	0	1	0	1	1	0	0	2	0	2	0	0	0	0	0	0	2
各自	0	1	0	0	1	0	2	0	0	1	1	2	7	1	1	0	5	0	4	0	2	0	0	0	0	0	0	0	5	1	0	0	1	1	5	1	0	0	0	1	2	0	1	0	0	0	0	0	0	2
股本	0	0	0	0	1	3	3	0	0	0	0	12	3	0	2	0	3	0	8	1	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	2
置地	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0
和平台	0	0	0	0	0	0	1	0	0	0	1	4	13	0	1	0	9	2	0	0	1	0	0	1	0	2	0	0	2	0	0	0	0	1	2	1	0	0	0	1	0	0	1	0	0	0	0	0	0	5
绝缘	0	0	0	0	1	0	1	0	0	0	0	0	1	0	15	1	2	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	8	0	0	0	6	0	0	0	0	0	1	0	1	7
角度	0	0	0	0	3	1	3	0	0	1	0	1	6	3	3	0	3	0	2	1	1	0	0	1	0	1	1	0	2	1	2	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	6
记账	0	0	0	0	0	0	1	0	0	0	0	8	4	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10
主力	0	0	0	0	3	2	2	0	0	1	0	2	8	0	1	0	4	0	7	1	2	0	0	1	0	1	0	0	2	1	0	0	0	1	1	0	0	1	0	0	3	0	0	0	1	0	0	0	0	3
paas	0	0	0	0	0	0	2	0	2	0	0	0	5	0	0	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	1	0	0	0	0	1	0	0	8	0	0	0	0	2	11
人力	0	0	0	0	2	1	3	1	1	0	0	3	5	0	2	0	6	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	3	0	1	1	2	1	0	0	0	9
铸件	0	0	0	0	0	10	0	0	0	0	0	0	0	0	29	1	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
人体	0	0	0	1	2	0	2	0	0	0	0	0	0	0	3	1	0	0	0	0	0	1	0	0	1	24	0	0	0	1	0	0	0	1	0	0	0	3	1	0	4	0	0	0	1	0	0	1	0	1
事件	0	0	0	0	0	0	3	0	0	3	0	2	12	4	1	0	2	1	1	5	0	1	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	5
经营性	1	0	0	0	2	3	0	0	0	0	0	7	2	1	2	0	2	0	2	3	0	0	0	0	0	0	0	0	6	4	0	0	0	0	6	0	1	0	0	1	2	0	0	0	0	0	0	0	0	3
强势	0	1	0	0	2	0	0	1	1	2	1	0	7	6	1	0	0	0	0	3	1	0	0	2	1	2	0	0	1	2	4	0	0	0	1	0	1	0	0	0	5	0	0	0	1	0	0	0	0	2
电压	0	0	0	0	0	1	4	0	0	0	0	0	0	0	14	2	2	0	1	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	1	0	1	9	0	0	0	0	0	0	0	0	6
源头	1	1	0	0	1	0	0	0	0	0	1	0	4	1	2	0	1	0	0	3	0	0	0	0	0	3	0	1	2	4	0	0	0	0	2	0	0	0	0	0	1	0	1	0	8	0	1	5	0	5
大奖	0	0	0	0	2	0	1	1	0	1	1	1	6	3	1	0	4	1	5	3	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	1	0	3	0	0	3	0	1	1	0	0	1	0	0	4
各种类型	0	0	0	0	1	1	2	0	0	0	0	1	8	0	12	2	3	0	1	0	0	1	0	0	0	0	0	0	3	5	1	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	3
投标	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	2	0	2	0	0	0	0	2	0	1	0	0	12	2	0	0	0	0	9	0	0	0	0	2	1	0	0	0	0	0	1	0	1	7
特许	0	0	0	0	2	1	1	0	0	0	0	5	2	2	4	0	2	0	1	1	0	1	0	0	0	1	0	0	1	14	1	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	5
international	0	0	0	0	2	4	1	1	0	0	0	8	3	1	8	0	2	0	1	1	0	2	0	0	0	2	0	0	2	2	0	0	0	1	1	0	1	0	0	1	3	0	0	0	0	0	0	0	0	1
门票	0	1	1	0	1	0	0	0	0	0	1	0	17	2	0	1	1	0	1	4	0	0	0	0	0	0	0	0	2	0	0	0	10	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
站点	0	0	0	0	2	1	0	0	0	3	1	0	22	0	0	0	5	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	1	0	0	2	0	0	0	0	0	0	1	0	3
卖家	1	0	0	0	2	0	0	0	0	3	2	0	14	0	0	0	4	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	4
密封	0	0	0	0	1	4	0	0	0	0	0	0	0	0	22	1	1	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	2	0	0	2
检查	0	0	0	0	1	0	3	0	0	0	0	0	4	0	3	0	4	1	1	0	0	0	0	1	0	16	0	0	2	1	0	0	0	0	1	0	0	1	0	0	4	0	0	1	0	0	0	0	1	3
变压器	0	0	0	0	1	2	0	0	0	0	0	0	1	0	15	4	2	0	1	0	0	0	0	1	0	0	0	2	0	4	0	0	0	0	0	0	1	1	0	0	8	0	0	0	0	0	2	0	0	3
行车	0	0	0	0	3	11	0	0	0	1	0	1	7	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	3	0	0	7	0	0	0	0	0	0	0	0	4
屏幕	0	0	0	0	0	2	4	0	0	3	0	0	6	2	1	1	5	0	0	2	1	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	5	1	0	5	0	0	0	0	1	0	0	1	3
审查	0	0	0	0	1	4	4	0	1	0	0	0	4	1	1	0	2	0	1	1	1	0	0	0	1	2	0	0	6	2	0	0	0	0	5	0	0	1	0	0	4	0	1	0	0	0	0	0	0	6
显示屏	0	0	1	0	1	0	3	0	0	0	0	0	3	3	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	1	1	0	0	17	0	0	0	0	0	0	0	1	5
瓶颈	0	0	0	1	1	0	3	0	0	1	1	1	5	0	2	0	8	0	0	0	0	0	0	0	0	1	0	0	8	4	0	0	0	1	6	0	0	0	1	0	2	0	0	0	0	0	0	0	0	3
系列化	0	0	0	0	1	2	3	0	0	0	1	0	2	1	10	0	5	0	2	1	1	0	0	0	0	4	0	0	0	5	0	0	0	0	0	0	2	1	0	0	4	0	0	0	1	0	0	0	0	3
工贸	0	1	1	0	0	4	0	0	0	0	1	1	4	0	14	0	3	1	3	0	0	0	0	3	0	0	0	0	1	4	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	1	2
七大	0	0	0	0	1	1	1	0	0	2	0	0	5	0	5	1	5	1	0	2	0	0	0	0	0	1	0	1	0	3	0	0	1	0	0	0	3	0	0	0	6	0	1	1	2	0	0	1	0	5
多晶硅	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	5	0	0	0
城区	1	0	0	0	5	0	0	0	0	0	0	1	2	0	3	0	1	0	15	2	0	1	0	2	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	3
互联网络	0	0	0	0	0	0	2	0	0	1	0	1	20	0	0	0	6	2	0	1	2	0	0	0	0	0	0	0	3	0	1	0	0	1	1	0	0	0	0	1	1	0	0	2	0	0	0	0	0	4
地带	0	0	0	0	2	2	2	0	1	0	0	1	5	0	6	0	2	0	5	1	1	0	0	0	0	1	0	0	6	3	0	0	0	0	4	1	1	0	0	0	1	0	0	0	1	0	0	0	0	3
网关	0	0	0	0	0	0	5	0	1	1	1	0	10	0	2	0	13	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	1	0	0	0	1	0	2	0	0	0	0	0	0	0	3	3
